word,source,level,letters,syllables,morphemes,aoa,imageability,wcbc_freq,tasa_freq,childes_freq,consistency,class,count
a,dolch,pre_k,1,1,1,5,NA,4716,64863,9971,0.14681506,closed,4
and,dolch,pre_k,3,1,1,2,1.3,6395,61867,8509,0.009615385,closed,4
away,dolch,pre_k,4,2,1,2,NA,254,3640,2904,0.652458758,closed,4
big,dolch,pre_k,3,1,1,2,4.5,386,5137,4630,0.972222222,open,3
blue,dolch,pre_k,4,1,1,6.333333333333333,6.1,149,787,1930,0.638888889,open,2
can,dolch,pre_k,3,1,1,5.75,5.1,498,10332,7133,0.74267101,closed,3
come,dolch,pre_k,4,1,1,3,2.2,286,4657,5352,0.340909091,open,5
down,dolch,pre_k,4,1,1,9.125,4,502,6766,5356,0.820512821,closed,4
find,dolch,pre_k,4,1,1,5,2.5,131,3086,2491,0.523809524,open,4
for,dolch,pre_k,3,1,1,4.714285714285714,1.3,1131,17889,6501,0.115681234,closed,4
funny,dolch,pre_k,5,2,2,6,NA,44,569,1764,0.710301946,open,2
go,dolch,pre_k,2,1,1,5.25,2.2,515,7077,7602,0.320135364,open,3
help,dolch,pre_k,4,1,1,6.5,2.8,152,3302,2631,1,open,3
here,dolch,pre_k,4,1,1,2,1.8,277,4731,7116,0.36,closed,4
i,dolch,pre_k,1,1,1,2,NA,2781,42064,9985,0.292991035,closed,4
in,dolch,pre_k,2,1,1,2,1.7,2012,35743,8357,0.897183099,closed,3
is,dolch,pre_k,2,1,1,6.75,1.2,1304,22752,8304,0.029182879,closed,5
it,dolch,pre_k,2,1,1,3,1.6,1562,35517,9641,0.976744186,closed,3
jump,dolch,pre_k,4,1,1,4.857142857142857,4.8,34,587,955,1,open,2
little,dolch,pre_k,6,2,1,5.666666666666667,NA,923,6326,5448,0.78402608,closed,4
look,dolch,pre_k,4,1,1,4,3.9,214,5445,5607,0.96969697,open,4
make,dolch,pre_k,4,1,1,8.666666666666666,2.8,231,4091,4343,0.966666667,open,3
me,dolch,pre_k,2,1,1,3,3.5,738,9446,7555,0.204887628,closed,4
my,dolch,pre_k,2,1,1,2,1.7,1104,10595,6232,0.686046512,closed,4
not,dolch,pre_k,3,1,1,7,2,829,13592,6562,0.954545455,closed,3
one,dolch,pre_k,3,1,1,3.3333333333333335,4.9,675,10518,7257,0.157894737,closed,5
play,dolch,pre_k,4,1,1,4.5,4.5,135,1961,4446,0.959349593,open,3
red,dolch,pre_k,3,1,1,8,6,192,1580,2257,0.921568627,open,4
run,dolch,pre_k,3,1,1,8,4.6,97,1455,1001,0.965691221,open,3
said,dolch,pre_k,4,1,2,5.333333333333333,2.1,1395,32326,3064,0.1,open,5
see,dolch,pre_k,3,1,1,6,3,376,7814,7007,0.926267281,open,4
the,dolch,pre_k,3,1,1,3,1.3,9394,157423,9746,0.204887628,closed,5
three,dolch,pre_k,5,1,1,2,5.3,161,1686,2817,0.926267281,closed,3
to,dolch,pre_k,2,1,1,4,1.4,3772,71163,9138,0.010152284,closed,5
two,dolch,pre_k,3,1,1,2,4.8,240,3602,4509,0.010152284,closed,5
up,dolch,pre_k,2,1,1,5.666666666666667,3.8,852,12286,6737,0.96969697,closed,3
we,dolch,pre_k,2,1,1,7,2.3,569,11367,6526,0.204887628,closed,4
where,dolch,pre_k,5,1,1,4,1.9,304,3962,5440,0.6,closed,5
yellow,dolch,pre_k,6,2,1,3.5,NA,88,524,1414,0.529013779,open,2
you,dolch,pre_k,3,1,1,6,3.1,2217,39429,10398,0.333333333,closed,4
all,dolch,k,3,1,1,2,2.3,1045,11684,6173,0.972972973,closed,3
am,dolch,k,2,1,1,7,1.8,194,2054,1646,0.932291667,closed,3
are,dolch,k,3,1,1,2,1.3,608,12184,6724,0.02,closed,5
at,dolch,k,2,1,1,3,1.4,753,16216,6045,0.844827586,closed,3
ate,dolch,k,3,1,1,2,3.9,103,514,1304,1,open,2
be,dolch,k,2,1,1,2,1.3,663,11145,5522,0.204887628,closed,4
black,dolch,k,5,1,1,6,6.4,95,863,1005,1,open,3
brown,dolch,k,5,1,1,2,5.8,80,577,749,0.820512821,open,2
but,dolch,k,3,1,1,5.2,1.9,1065,14996,4971,0.885714286,closed,3
came,dolch,k,4,1,1,2,2.4,312,4613,1877,1,open,3
did,dolch,k,3,1,1,2,1.9,281,6538,6363,0.926829268,closed,3
do,dolch,k,2,1,1,5,1.7,674,10957,8087,0.010152284,closed,5
eat,dolch,k,3,1,1,5.333333333333333,4.8,148,2135,4176,0.741935484,open,3
four,dolch,k,4,1,1,2,5.9,79,764,2078,0.345454545,closed,4
get,dolch,k,3,1,1,3,1.7,303,7714,6997,1,closed,3
good,dolch,k,4,1,1,5.6,2.6,332,4653,5602,0.537037037,open,4
have,dolch,k,4,1,1,7,1.9,555,12785,7108,0.04,closed,5
he,dolch,k,2,1,1,2,3.5,2456,41058,6202,0.204887628,closed,4
into,dolch,k,4,2,2,8,NA,405,6194,1986,0.455456538,closed,5
like,dolch,k,4,1,1,5.333333333333333,2.7,559,8796,7086,1,closed,3
must,dolch,k,4,1,1,4,1.9,139,2444,1176,1,closed,3
new,dolch,k,3,1,1,2,3,187,2618,2016,0.974025974,open,4
no,dolch,k,2,1,1,6,2.1,531,6965,8648,0.320135364,closed,3
now,dolch,k,3,1,1,2,1.9,396,5918,6070,0.515555556,closed,4
on,dolch,k,2,1,1,4.25,1.9,1390,20829,7975,0.40023753,closed,3
our,dolch,k,3,1,1,4,1.8,192,2239,1958,0.036363636,closed,4
out,dolch,k,3,1,1,3.8,2.2,648,10800,5624,0.993150685,closed,4
please,dolch,k,6,1,1,3,2.4,126,652,2463,0.384615385,open,3
pretty,dolch,k,6,2,1,2,NA,68,555,2332,0.463463526,open,4
ran,dolch,k,3,1,1,2,4.3,146,2468,487,0.74267101,open,2
ride,dolch,k,4,1,1,4,4.6,47,695,1277,1,open,2
saw,dolch,k,3,1,1,4.8,3.9,160,3322,1913,0.972222222,open,3
say,dolch,k,3,1,1,4,2.8,190,2622,4266,0.959349593,open,4
she,dolch,k,3,1,1,2,3.8,1417,21964,4539,0.204887628,closed,4
so,dolch,k,2,1,1,4.5,1.7,821,8343,5354,0.320135364,closed,3
soon,dolch,k,4,1,1,2,2.2,110,1660,795,1,open,3
that,dolch,k,4,1,1,6,2,1280,21483,9160,0.103448276,closed,3
there,dolch,k,5,1,1,6,NA,634,10264,7192,0.6,closed,4
they,dolch,k,4,1,1,4,2.3,1043,18450,5266,0.4,closed,4
this,dolch,k,4,1,1,5,1.8,509,10480,7903,0.859922179,closed,3
too,dolch,k,3,1,1,3.3333333333333335,1.3,317,5194,5455,0.707602339,closed,4
under,dolch,k,5,2,1,5.333333333333333,NA,102,1409,1451,0.980369137,closed,3
want,dolch,k,4,1,1,4,2.4,167,4267,7338,0.066666667,open,4
was,dolch,k,3,1,1,2,1.4,1766,31825,5686,0.05,closed,5
well,dolch,k,4,1,1,8.4,3.3,255,3136,4490,0.9,open,3
went,dolch,k,4,1,1,4,1.6,355,5767,2909,1,open,3
what,dolch,k,4,1,1,3.3333333333333335,1.4,665,12692,8682,0.051724138,closed,5
white,dolch,k,5,1,1,6,6.5,92,1140,1195,1,open,3
who,dolch,k,3,1,1,3,1.5,334,3676,4031,0.010152284,closed,5
will,dolch,k,4,1,1,6.571428571428571,2.6,491,9126,3796,0.979591837,closed,3
with,dolch,k,4,1,1,4.5,1.6,1077,13376,6588,0.545454545,closed,3
yes,dolch,k,3,1,1,2,2.3,96,2059,4707,0.612244898,closed,2
after,dolch,g1,5,2,1,5.571428571428571,NA,188,3176,2101,0.997523526,closed,3
again,dolch,g1,5,2,1,4,NA,208,3040,3365,0.16545237,open,5
an,dolch,g1,2,1,1,4,1.2,252,3957,2938,0.003257329,closed,3
any,dolch,g1,3,2,1,3.3333333333333335,NA,99,1937,2839,0.485614931,closed,4
as,dolch,g1,2,1,1,4.285714285714286,1.4,782,10205,1587,NA,closed,4
ask,dolch,g1,3,1,1,2,2.7,65,914,1130,1,open,3
by,dolch,g1,2,1,1,5.666666666666667,1.6,287,4725,2327,0.686046512,closed,4
could,dolch,g1,5,1,1,3,1.7,438,6712,3150,0.666666667,closed,4
every,dolch,g1,5,2,1,2,NA,113,1699,796,0.721457114,closed,4
fly,dolch,g1,3,1,1,5.6,5.9,84,688,721,0.686046512,open,2
from,dolch,g1,4,1,1,3.5,2,365,8306,3013,0.55,closed,5
give,dolch,g1,4,1,1,4,2.8,100,1570,3245,0.238095238,open,4
going,dolch,g1,5,2,2,5.333333333333333,NA,210,3706,5274,0.660067682,open,2
had,dolch,g1,3,1,1,2,1.7,646,13662,3349,NA,closed,3
has,dolch,g1,3,1,1,2,1.6,163,3159,3217,NA,closed,5
her,dolch,g1,3,1,1,2,3.5,1002,14189,3940,0.975806452,closed,4
him,dolch,g1,3,1,1,2,4.2,522,8847,4165,0.982698962,closed,3
his,dolch,g1,3,1,1,2,2.6,1279,18416,3954,0.029182879,closed,5
how,dolch,g1,3,1,1,7,1.7,303,6244,5631,0.515555556,closed,4
just,dolch,g1,4,1,1,3.7142857142857144,1.8,447,6239,5575,1,open,3
know,dolch,g1,4,1,1,3,2.4,250,5664,6539,0.475555556,open,5
let,dolch,g1,3,1,1,6,1.9,119,2194,3599,1,open,3
live,dolch,g1,4,1,1,6.666666666666667,3.5,50,1479,858,0.238095238,open,3
may,dolch,g1,3,1,1,4,3.2,92,1904,883,0.959349593,closed,4
of,dolch,g1,2,1,1,5.5,1.5,2080,37988,6665,0.142857143,closed,5
old,dolch,g1,3,1,1,2,4.3,321,3271,1471,1,open,4
once,dolch,g1,4,1,1,7.333333333333333,2,120,1348,781,1,closed,5
open,dolch,g1,4,2,1,6.666666666666667,NA,60,936,2424,0.414854133,open,3
over,dolch,g1,4,2,1,4.666666666666667,NA,301,4574,4670,0.657591208,closed,4
put,dolch,g1,3,1,1,2,2.2,189,4176,6124,0.114285714,open,5
round,dolch,g1,5,1,1,7.428571428571429,5.4,85,384,697,0.96,closed,2
some,dolch,g1,4,1,1,5.333333333333333,2,305,6404,5728,0.340909091,closed,4
stop,dolch,g1,4,1,1,6,4.5,125,1556,1665,1,open,3
take,dolch,g1,4,1,1,5.6923076923076925,2.8,162,3396,4654,0.966666667,open,3
thank,dolch,g1,5,1,1,4,2.7,73,436,1346,1,open,2
them,dolch,g1,4,1,1,2,2.5,450,6870,5162,0.568345324,closed,3
then,dolch,g1,4,1,1,5.714285714285714,1.5,587,9965,4775,0.746527778,closed,3
think,dolch,g1,5,1,1,3.6,2.6,238,4083,4831,0.952380952,open,3
walk,dolch,g1,4,1,1,4,5.2,75,1117,1174,1,open,4
were,dolch,g1,4,1,1,6,1.5,492,8631,3176,0.04,closed,5
when,dolch,g1,4,1,1,7,1.7,643,9441,4713,0.746527778,closed,4
always,dolch,g2,6,2,1,2,NA,130,1760,1125,0.674129353,closed,4
around,dolch,g2,6,2,1,4.666666666666667,NA,180,3683,2636,0.656523798,closed,3
because,dolch,g2,7,2,1,2,NA,123,2015,4531,0.352443814,closed,4
been,dolch,g2,4,1,1,4,1.9,112,3128,1521,0.05,closed,5
before,dolch,g2,6,2,1,5.5,NA,126,2378,1852,0.705214925,closed,4
best,dolch,g2,4,1,1,6,2.7,102,1106,616,1,open,3
both,dolch,g2,4,1,1,2,2.3,49,814,1073,0.1,closed,5
buy,dolch,g2,3,1,1,6,3.6,47,495,1140,1,open,3
call,dolch,g2,4,1,1,5.833333333333333,4.4,69,924,1672,0.972972973,open,2
cold,dolch,g2,4,1,1,6.285714285714286,4.2,85,1081,1398,1,open,3
does,dolch,g2,4,1,2,2,1.6,99,1655,4077,0.125,closed,5
don't,dolch,g2,5,1,2,2,NA,NA,5101,7721,0.285714286,open,3
fast,dolch,g2,4,1,1,8.285714285714286,3,112,1178,888,1,open,3
first,dolch,g2,5,1,1,2,4.1,132,2920,2709,1,closed,4
five,dolch,g2,4,1,1,2,5.8,62,618,1950,0.761904762,closed,3
found,dolch,g2,5,1,1,5,2.7,120,1700,1397,0.96,open,3
gave,dolch,g2,4,1,1,2,2.3,96,1181,1104,0.96,open,2
goes,dolch,g2,4,1,2,NA,NA,81,542,2848,0.75,open,4
green,dolch,g2,5,1,1,4.666666666666667,6.2,138,1035,1892,0.95,open,2
its,dolch,g2,3,1,1,4,NA,351,1360,547,1,closed,3
made,dolch,g2,4,1,1,3,2.1,190,3547,2136,0.923076923,open,3
many,dolch,g2,4,2,1,2,NA,93,3156,1576,0.485614931,closed,5
off,dolch,g2,3,1,1,4.222222222222222,2.6,218,2886,4167,0.615384615,closed,4
or,dolch,g2,2,1,1,5,1.4,287,5020,3684,0.884318766,closed,4
pull,dolch,g2,4,1,1,6.666666666666667,4.1,24,333,1221,0.592592593,open,4
read,dolch,g2,4,1,1,2,NA,80,1543,2365,0.082191781,open,3
right,dolch,g2,5,1,1,5.8,3.6,250,4138,6474,1,open,4
sing,dolch,g2,4,1,1,7,4.9,54,255,937,1,open,3
sit,dolch,g2,3,1,1,7,4.7,71,772,3063,0.976744186,open,2
sleep,dolch,g2,5,1,1,2,5.5,111,978,1455,1,open,2
tell,dolch,g2,4,1,1,8.2,2.5,149,3312,3609,0.9,open,3
their,dolch,g2,5,1,1,2,1.9,322,4030,1544,0.6,closed,3
these,dolch,g2,5,1,1,6,1.6,73,2205,3896,1,closed,3
those,dolch,g2,5,1,1,6,1.7,93,1004,3877,0.666666667,closed,3
upon,dolch,g2,4,2,1,4,NA,78,238,161,0.38226915,closed,3
us,dolch,g2,2,1,1,4,2,167,2789,1940,NA,closed,3
use,dolch,g2,3,1,1,4.5,NA,35,1576,2041,0.7,open,4
very,dolch,g2,4,2,1,5.333333333333333,NA,368,4611,3194,0.630493855,open,4
wash,dolch,g2,4,1,1,7.5,5.1,27,174,980,0.155555556,open,2
which,dolch,g2,5,1,1,6,1.6,74,1325,1933,1,closed,3
why,dolch,g2,3,1,1,4.666666666666667,1.7,159,3229,4783,0.686046512,closed,4
wish,dolch,g2,4,1,1,4,3,88,711,451,1,open,2
work,dolch,g2,4,1,1,4.5,3.9,77,2422,1858,0.692307692,open,4
would,dolch,g2,5,1,1,8.5,1.6,380,6996,3355,0.666666667,closed,5
write,dolch,g2,5,1,1,2,4.8,25,743,864,1,open,4
your,dolch,g2,4,1,1,2,NA,508,7775,6703,0.072727273,closed,4
about,dolch,g3,5,2,1,4.375,NA,304,7433,4495,0.656523798,closed,4
better,dolch,g3,6,2,2,5.6,NA,78,1414,2721,0.675791037,open,3
bring,dolch,g3,5,1,1,2,2.6,35,536,1865,1,open,2
carry,dolch,g3,5,2,1,7.555555555555555,NA,23,339,560,0.485614931,open,4
clean,dolch,g3,5,1,1,6.333333333333333,4.5,39,555,1219,0.933333333,open,2
cut,dolch,g3,3,1,1,7.181818181818182,5.1,31,762,1283,0.885714286,open,3
done,dolch,g3,4,1,1,3,2.3,66,714,2103,0.157894737,closed,4
draw,dolch,g3,4,1,1,8.545454545454545,5,14,275,836,0.972222222,open,3
drink,dolch,g3,5,1,1,5.5,5.7,29,403,1824,0.952380952,open,2
eight,dolch,g3,5,1,1,2,5.9,29,218,992,0.714285714,closed,3
fall,dolch,g3,4,1,1,6.8,4.8,41,620,1698,0.972972973,open,3
far,dolch,g3,3,1,1,2,3.5,57,1135,671,0.93148148099999994,open,3
full,dolch,g3,4,1,1,8.666666666666666,3.4,75,451,695,0.592592593,open,3
got,dolch,g3,3,1,1,4,1.8,243,4405,5497,0.954545455,open,3
grow,dolch,g3,4,1,1,2,3.9,45,919,462,0.475555556,open,3
hold,dolch,g3,4,1,1,6.333333333333333,4,45,601,2141,1,open,3
hot,dolch,g3,3,1,1,6,4.4,71,982,1544,0.954545455,open,2
hurt,dolch,g3,4,1,1,2,3.6,23,587,1663,1,open,2
if,dolch,g3,2,1,1,3.3333333333333335,1.4,428,6614,4501,1,closed,3
keep,dolch,g3,4,1,1,7.1,2.8,71,1605,1814,1,open,3
kind,dolch,g3,4,1,1,3.5,2.7,49,1044,2550,0.523809524,open,4
laugh,dolch,g3,5,1,1,2,4.9,14,367,224,0.153846154,open,3
light,dolch,g3,5,1,1,6,5.3,59,1163,1289,1,open,3
long,dolch,g3,4,1,1,5.333333333333333,3.6,222,3210,1898,0.135135135,open,3
much,dolch,g3,4,1,1,2,2.2,126,2493,2180,1,closed,3
myself,dolch,g3,6,2,2,2,NA,24,437,737,0.843023256,closed,2
never,dolch,g3,5,2,1,2,NA,209,2418,1426,0.675791037,closed,3
only,dolch,g3,4,2,1,5,NA,129,2762,2001,0.452820169,open,5
own,dolch,g3,3,1,1,6,2.2,53,1194,866,0.179487179,open,4
pick,dolch,g3,4,1,1,4.5,3.8,35,459,1796,1,open,2
seven,dolch,g3,5,2,1,2,NA,30,267,1046,0.433053961,closed,2
shall,dolch,g3,5,1,1,6,2,83,307,747,0.027027027,closed,3
show,dolch,g3,4,1,1,3.6666666666666665,4,82,1301,2425,0.475555556,open,4
six,dolch,g3,3,1,1,2,5.5,31,477,1218,1,closed,2
small,dolch,g3,5,1,1,2,4.2,120,1621,1015,0.972972973,open,3
start,dolch,g3,5,1,1,4.5,2.9,35,645,1137,0.838709677,open,3
ten,dolch,g3,3,1,1,NA,6.3,49,552,998,0.746527778,closed,2
today,dolch,g3,5,2,1,3.3333333333333335,NA,72,1184,2492,0.620808056,open,3
together,dolch,g3,8,3,1,3.5,NA,75,1153,1471,0.505494271,open,4
try,dolch,g3,3,1,1,6.333333333333333,2,80,1079,2381,0.686046512,open,4
warm,dolch,g3,4,1,1,7.2,3.5,51,760,719,0.178571429,open,3
apple,dolch,noun,5,2,1,2,NA,32,196,1342,0.715723419,open,1
baby,dolch,noun,4,2,1,3,NA,170,712,3436,0.525633875,open,2
back,dolch,noun,4,1,1,5.454545454545454,5,387,5839,4594,1,closed,3
ball,dolch,noun,4,1,1,4.4,6.6,74,1139,1599,0.972972973,open,2
bear,dolch,noun,4,1,1,9.142857142857142,6.7,164,1387,1309,0.08045977,open,1
bed,dolch,noun,3,1,1,7.8,6.6,160,1396,2032,0.921568627,open,1
bell,dolch,noun,4,1,1,2,6.6,49,436,239,0.9,open,1
bird,dolch,noun,4,1,1,7.333333333333333,6.4,112,825,1102,1,open,2
birthday,dolch,noun,8,2,2,4,NA,37,437,1037,0.995934959,open,1
boat,dolch,noun,4,1,1,7,6.7,41,718,740,1,open,1
box,dolch,noun,3,1,1,8.625,6.7,86,1094,1629,0.975609756,open,1
boy,dolch,noun,3,1,1,3,6.2,128,2241,2885,0.952380952,open,3
bread,dolch,noun,5,1,1,5,6.2,56,327,701,0.917808219,open,1
brother,dolch,noun,7,2,1,6,NA,62,741,594,0.622396623,open,3
cake,dolch,noun,4,1,1,7.5,6.8,50,367,1020,0.966666667,open,1
car,dolch,noun,3,1,1,4.666666666666667,6.9,121,1603,2821,0.93148148099999994,open,2
cat,dolch,noun,3,1,1,6,6.5,254,1281,1402,0.844827586,open,1
chair,dolch,noun,5,1,1,8.4,6.5,26,371,1872,1,open,1
chicken,dolch,noun,7,2,1,2.6666666666666665,NA,43,166,790,0.538812531,open,1
children,dolch,noun,8,2,1,2,NA,85,1425,600,0.715103911,open,3
Christmas,dolch,noun,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,1
coat,dolch,noun,4,1,1,4,6.7,24,285,447,1,open,1
corn,dolch,noun,4,1,1,8,6.8,25,211,349,1,open,1
cow,dolch,noun,3,1,1,7.333333333333333,6.8,60,268,831,0.515555556,open,1
day,dolch,noun,3,1,1,2,4.8,362,4998,2252,0.959349593,open,4
dog,dolch,noun,3,1,1,8.25,6.9,215,2204,2024,0.380952381,open,2
doll,dolch,noun,4,1,1,4,6.4,NA,118,585,0.230769231,open,1
door,dolch,noun,4,1,1,2,NA,138,2268,1887,0.761904762,open,4
duck,dolch,noun,4,1,1,7,6.5,73,460,945,1,open,1
egg,dolch,noun,3,1,1,7.5,NA,36,276,964,1,open,1
eye,dolch,noun,3,1,1,4,6.7,23,298,786,1,open,2
farm,dolch,noun,4,1,1,2,6.2,15,421,388,0.821428571,open,2
farmer,dolch,noun,6,2,2,2,NA,24,316,171,0.963264267,open,1
father,dolch,noun,6,2,1,7.2,NA,63,2911,408,0.513270626,open,4
feet,dolch,noun,4,1,1,2,6.7,108,1026,1131,0.952380952,open,2
fire,dolch,noun,4,1,1,6.4,6.5,74,1002,848,1,open,2
fish,dolch,noun,4,1,1,5,6.8,118,1511,1025,1,open,2
floor,dolch,noun,5,1,1,6,NA,41,723,1519,0.761904762,open,2
flower,dolch,noun,6,1,1,5.333333333333333,NA,25,229,490,0.755301304,open,2
game,dolch,noun,4,1,1,7.333333333333333,4.9,17,699,898,1,open,1
garden,dolch,noun,6,2,1,2.6666666666666665,NA,74,420,302,0.720527191,open,1
girl,dolch,noun,4,1,1,2,6.3,81,1400,1998,1,open,3
goodbye,dolch,noun,7,2,2,NA,NA,19,12,495,0.768518519,open,1
grass,dolch,noun,5,1,1,2,6.9,65,593,415,1,open,1
ground,dolch,noun,6,1,1,5.714285714285714,5.9,52,977,481,0.96,open,2
hand,dolch,noun,4,1,1,6,6.4,66,1454,1914,0.913461538,open,2
head,dolch,noun,4,1,1,7.25,6.8,131,2044,2016,0.917808219,open,5
hill,dolch,noun,4,1,1,5.333333333333333,6.3,66,568,277,0.979591837,open,1
home,dolch,noun,4,1,1,3.3333333333333335,5.7,262,3710,2555,0.659090909,open,2
horse,dolch,noun,5,1,1,8,NA,37,711,877,0.933333333,open,2
house,dolch,noun,5,1,1,7.833333333333333,NA,302,4070,3076,0.939393939,open,4
kitty,dolch,noun,5,2,1,7.333333333333333,NA,6,81,918,0.736252425,open,1
leg,dolch,noun,3,1,1,9.5,6.8,24,315,555,0.941176471,open,1
letter,dolch,noun,6,2,1,6.4,NA,22,438,496,0.675791037,open,2
man,dolch,noun,3,1,1,6.666666666666667,6.2,183,4272,1666,0.74267101,open,3
men,dolch,noun,3,1,1,2,5.4,35,1413,280,0.746527778,open,2
milk,dolch,noun,4,1,1,3,6.5,57,442,2030,1,open,1
money,dolch,noun,5,2,1,2,NA,23,1145,844,0.54878614,open,3
morning,dolch,noun,7,2,1,2,NA,134,1701,1611,0.942159383,open,3
mother,dolch,noun,6,2,1,5.75,NA,286,4365,1123,0.622396623,open,5
name,dolch,noun,4,1,1,8,4.2,100,1637,2324,1,open,2
nest,dolch,noun,4,1,1,6.5,6.2,17,201,143,1,open,1
night,dolch,noun,5,1,1,2,5.8,268,2087,1671,1,open,3
paper,dolch,noun,5,2,1,4.666666666666667,NA,34,890,1468,0.570931057,open,3
party,dolch,noun,5,2,1,5.333333333333333,NA,47,425,712,0.917967086,open,1
picture,dolch,noun,7,2,1,5.333333333333333,NA,31,1106,1462,0.811965812,open,4
pig,dolch,noun,3,1,1,7.5,6.8,59,453,664,0.972222222,open,1
rabbit,dolch,noun,6,2,1,2,NA,32,674,665,0.368265792,open,1
rain,dolch,noun,4,1,1,2,6.3,76,773,496,1,open,1
ring,dolch,noun,4,1,1,5.714285714285714,6.2,28,268,532,1,open,1
robin,dolch,noun,5,2,1,2,NA,38,147,192,0.336728137,open,1
Santa Claus,dolch,noun,NA,NA,NA,NA,NA,NA,NA,NA,NA,open,1
school,dolch,noun,6,1,1,4.8,6.5,132,2708,2136,0.933333333,open,4
seed,dolch,noun,4,1,1,6.4,6.4,9,87,128,1,open,1
sheep,dolch,noun,5,1,1,2,6.8,64,352,352,1,open,1
shoe,dolch,noun,4,1,1,2,6.5,34,106,724,0.321428571,open,1
sister,dolch,noun,6,2,1,4,NA,72,586,564,0.781549606,open,1
snow,dolch,noun,4,1,1,8.666666666666666,NA,122,676,598,0.475555556,open,1
song,dolch,noun,4,1,1,5,4.3,60,166,786,0.864864865,open,3
squirrel,dolch,noun,8,2,1,2,NA,11,158,170,0.463557994,open,1
stick,dolch,noun,5,1,1,6.2,5.9,33,403,856,1,open,1
street,dolch,noun,6,1,1,2,6.3,81,1216,695,0.952380952,open,1
sun,dolch,noun,3,1,1,2,6.9,95,1421,836,0.965691221,open,2
table,dolch,noun,5,2,1,9,NA,28,899,1828,0.57340753,open,2
thing,dolch,noun,5,1,1,2,2.6,152,1832,2909,1,open,1
time,dolch,noun,4,1,1,6.181818181818182,4.2,390,5734,3695,1,open,3
top,dolch,noun,3,1,1,5.142857142857143,4.8,91,1088,1700,1,open,2
toy,dolch,noun,3,1,1,6.5,6.8,45,180,1089,0.952380952,open,1
tree,dolch,noun,4,1,1,8.666666666666666,6.8,199,1666,1098,0.926267281,open,2
watch,dolch,noun,5,1,1,3,5.9,60,836,2489,0.064516129,open,3
water,dolch,noun,5,2,1,4,NA,111,3435,2442,0.513270626,open,5
way,dolch,noun,3,1,1,6,2.3,243,4127,3466,0.959349593,open,4
wind,dolch,noun,4,1,1,6.4,4.7,67,801,366,0.476190476,open,3
window,dolch,noun,6,2,1,2,NA,77,1026,763,0.799337818,open,2
wood,dolch,noun,4,1,1,2,6.5,32,393,335,0.537037037,open,3
a,fry,k,1,1,1,5,NA,4716,64863,9971,0.14681506,closed,4
about,fry,k,5,2,1,4.375,NA,304,7433,4495,0.656523798,closed,4
all,fry,k,3,1,1,2,2.3,1045,11684,6173,0.972972973,closed,3
am,fry,k,2,1,1,7,1.8,194,2054,1646,0.932291667,closed,3
an,fry,k,2,1,1,4,1.2,252,3957,2938,0.003257329,closed,3
and,fry,k,3,1,1,2,1.3,6395,61867,8509,0.009615385,closed,4
are,fry,k,3,1,1,2,1.3,608,12184,6724,0.02,closed,5
as,fry,k,2,1,1,4.285714285714286,1.4,782,10205,1587,NA,closed,4
at,fry,k,2,1,1,3,1.4,753,16216,6045,0.844827586,closed,3
be,fry,k,2,1,1,2,1.3,663,11145,5522,0.204887628,closed,4
been,fry,k,4,1,1,4,1.9,112,3128,1521,0.05,closed,5
but,fry,k,3,1,1,5.2,1.9,1065,14996,4971,0.885714286,closed,3
by,fry,k,2,1,1,5.666666666666667,1.6,287,4725,2327,0.686046512,closed,4
called,fry,k,6,1,2,NA,NA,133,2942,1729,1,open,3
can,fry,k,3,1,1,5.75,5.1,498,10332,7133,0.74267101,closed,3
come,fry,k,4,1,1,3,2.2,286,4657,5352,0.340909091,open,5
could,fry,k,5,1,1,3,1.7,438,6712,3150,0.666666667,closed,4
day,fry,k,3,1,1,2,4.8,362,4998,2252,0.959349593,open,4
did,fry,k,3,1,1,2,1.9,281,6538,6363,0.926829268,closed,3
do,fry,k,2,1,1,5,1.7,674,10957,8087,0.010152284,closed,5
down,fry,k,4,1,1,9.125,4,502,6766,5356,0.820512821,closed,4
each,fry,k,4,1,1,4,2.3,93,2262,508,1,closed,3
find,fry,k,4,1,1,5,2.5,131,3086,2491,0.523809524,open,4
first,fry,k,5,1,1,2,4.1,132,2920,2709,1,closed,4
for,fry,k,3,1,1,4.714285714285714,1.3,1131,17889,6501,0.115681234,closed,4
from,fry,k,4,1,1,3.5,2,365,8306,3013,0.55,closed,5
get,fry,k,3,1,1,3,1.7,303,7714,6997,1,closed,3
go,fry,k,2,1,1,5.25,2.2,515,7077,7602,0.320135364,open,3
had,fry,k,3,1,1,2,1.7,646,13662,3349,NA,closed,3
has,fry,k,3,1,1,2,1.6,163,3159,3217,NA,closed,5
have,fry,k,4,1,1,7,1.9,555,12785,7108,0.04,closed,5
he,fry,k,2,1,1,2,3.5,2456,41058,6202,0.204887628,closed,4
her,fry,k,3,1,1,2,3.5,1002,14189,3940,0.975806452,closed,4
him,fry,k,3,1,1,2,4.2,522,8847,4165,0.982698962,closed,3
his,fry,k,3,1,1,2,2.6,1279,18416,3954,0.029182879,closed,5
how,fry,k,3,1,1,7,1.7,303,6244,5631,0.515555556,closed,4
i,fry,k,1,1,1,2,NA,2781,42064,9985,0.292991035,closed,4
