word,aoa
babbittry,12
babble,6
babbler,8
babe,4
babel,12
babies,2
baboon,4
babushka,12
baby,3
baby buggy,4
baby grand,8
baby-sit,2
baby-sitter,2
baby's-breath,12
baccalaureate,13
bacchanal,12
bacchanalian,13
bachelor,6
bachelorhood,6
bacilli,8
bacillus,8
back,5.454545454545454
back and fill,12
back and forth,2
back number,12
back of,2
back out,4
back talk,4
back up,6
back water,12
backache,2
backbite,14
backboard,6
backbone,7
backbreaking,6
backdoor,7
backdrop,8
backer,8
backfield,8
backfire,6
backgammon,10
background,4.666666666666667
backhand,10
backhanded,12
backing,10
backlash,10
backlog,10
backout,12
backside,8
backslapper,10
backslide,14
backstage,4
backstop,10
backstretch,10
backstroke,6
backtrack,2
backward,7.666666666666667
backwardness,14
backwards,6
backwash,10
backwater,11
backwoods,7
backwoodsman,6
backyard,2
bacon,2
bacteria,6
bactericide,12
bacteriology,8
bad,6.285714285714286
bad blood,12
bad cess,13
bad shape,2
bade,12
badge,4
badger,10
badinage,14
badlands,12
badly,3
badminton,2
baffle,10
bafflegab,12
bag,5.625
bagasse,12
bagatelle,14
bagel,10
baggage,2
bagged,6
baggy,4
bagpipe,6
baguette,14
bah,10
baignoire,14
bail,10
bail out,4.666666666666667
bailiff,14
bailliwick,13
bairn,12
bait,2
baize,14
bake,4
bakelite,8
baker,2
baker's dozen,12
bakery,2
baking,2
baking powder,8
baklava,12
baksheesh,13
balalaika,10
balance,6.4
balance sheet,10
balbriggan,13
balcony,4
bald,4
balderdash,13
baldfaced,12
baldness,4
bale,3
baleen,14
baleful,14
baler,8
balk,10.5
balkanize,12
balky,14
ball,4.4
ball bearing,4
ball player,2
ball point,2
ball up,8
ballad,8
ballast,14
ballerina,8
ballet,4
balletomane,12
ballistics,13
balloon,7.2
balloonist,10
ballot,6
ballroom,4
ballyhoo,12
balm,12
balmy,11
baloney,8
balopticon,12
balsa,8
balsam,10.5
baluster,13
balustrade,14
bambina,12
bambino,10
bamboo,3
bamboo curtain,12
bamboozle,11.5
ban,9
banal,14
banality,14
banana,2
band,6
band saw,12
band-aid,2
bandage,4
bandanna,10
bandbox,14
bandeau,13
banderillero,12
banderole,12
bandicoot,14
bandit,4
banditry,8
banditti,12
bandmaster,2
bandolier,14
bandstand,8
bandy,14
bandy-legged,13
bane,14
baneful,13
bang,5
bangle,13
bangs,4
bangtail,14
banish,8
banishment,8
banister,4
banjo,2
bank,8.090909090909092
bank note,10
bank on,6
bankbook,2
banked,6
banker,4
banking,2
bankrupt,7
bankruptcy,6
banner,8
banner year,12
bannock,12
banns,14
banquet,4
banquette,14
banshee,13
bantam,11
bantamweight,12
banter,13
bantling,13
banty,10
banyan,14
banzai,12
baptism,6
baptismal,2
baptize,4
bar,8.933333333333334
bar graph,8
bar mitzvah,13
barb,10
barbarian,10
barbaric,8
barbarism,10
barbarity,10
barbarous,6
barbecue,4
barbecue sauce,2
barbed,8
barbed wire,4
barbell,8
barber,2
barberry,12
barbiturates,6
barbules,14
barcarole,14
bard,14
bare,8
bareback,2
barefaced,10
barefoot,2
barefooted,4
bareheaded,4
barelegged,2
barely,6
barf,12
barfly,12
bargain,4
barge,4
barge in,4
barite,13
baritone,8
barium,13
bark,8
barkeeper,2
barkentine,12
barker,10
barley,4
barmaid,8
barman,12
barmy,12
barn,2
barnacle,10
barnstorm,14
barnstormer,14
barnyard,4
barograph,13
barometer,8
baron,8
baroness,10
baronet,12
baronial,12
barony,13
baroque,12
baroscope,12
barouche,13
barracks,6
barracuda,8
barrage,10
barranca,13
barratry,14
barred,8
barrel,4
barrelhouse,12
barren,8
barrette,6
barricade,6
barrier,6
barring,12
barrister,14
barroom,6
barrow,12
bartender,2
barter,12
bas,12
bas-relief,12
basal,13
basalt,13
bascule,12
base,8.444444444444445
base hit,6
baseball,2
baseboard,10
baseborn,12
baseless,10
baseman,4
basement,4
baseness,14
basenji,12
bases,6
bash,9
bashful,2
bashfulness,2
basic,8
basically,12
basil,13
basilica,14
basilisk,13
basin,5
basis,8
bask,12
basket,2.6666666666666665
basketball,2
basketry,6
basque,12
bass,8
bass viol,6
basset,12
basset horn,12
bassinet,6
basso,12
basso profundo,12
bassoon,8
basswood,12
bast,12
bastard,10
baste,10
bastille,12
bastings,8
bastion,14
bat,5.5
bat boy,4
bat your eyes,4
batch,9.666666666666666
bate,12
bateau,12
bath,2
bathe,5.333333333333333
bathetic,12
bathhouse,6
bathinette,6
bathing,4
bathometer,12
bathos,12
bathrobe,4
bathroom,2
bathtub,2
bathyscaph,12
bathyscaphe,12
bathysphere,13
batik,13
batiste,13
batman,12
baton,6
batrachian,12
bats,12
bats in belfry,12
battalion,8
batten,12
batter,4
battering ram,8
battery,9.2
batting,13
battle,2
battle-ax,6
battledore,12
battlefield,4
battleground,2
battlement,13
battleship,2
batty,9
bauble,14
bauxite,13
bawdy,12
bawl,4
bawl baby,2
bawl out,4
bay,12
bay leaf,12
bay rum,14
bay window,12
bayberry,12
baying,10
bayonet,6
bayou,12
bazaar,8
bazooka,7
bb,4
bdelliurn,12
be,2
be fond of,2
be here,6
beach,2
beachcomber,9
beachhead,8
beacon,8
bead,7.333333333333333
beading,6
beadle,12
beagle,2
beak,4
beaker,8
beam,7.75
beamed,14
beaming,4
bean,5
beanbag,2
beanball,8
beanie,8
beanpole,12
beans,6
beanstalk,2
bear,9.142857142857142
bear (interest),13
bear cat,12
bear down,6
bear up,10
bear upon,12
bearable,6
bearbaiting,12
bearberry,12
beard,9.333333333333334
bearer,8
bearing,9.5
bearish,13
beast,4
beastly,8
beat,6
beat generation,12
beaten,4
beater,12
beatific,14
beatify,13
beatitude,12
beatnik,4
beau,10
beau geste,12.5
beau ideal,13
beaut,8
beauteous,8
beautician,6
beautiful,2
beautify,2
beauty,2
beauty shop,2
beaux-arts,12
beaver,6.4
bebop,10
becalm,11
became,2
because,2
beck,10
beckon,6
becloud,10
beco,12
become,4
becomes,13
becoming,8
bed,7.8
bed pan,8
bedaub,12
bedazzle,12
bedbug,6
bedchamber,8
bedclothes,4
bedding,6
bedeck,12
bedevil,10
bedew,12
bedfast,8
bedfellow,14
bedight,12
bedizened,13
bedlam,12
bedouin,12
bedplate,12
bedpost,2
bedraggled,6
bedridden,6
bedrock,14
bedroom,2
bedside,4
bedsore,8
bedspread,2
bedspring,2
bedstead,6
bedtime,2
bee,8
bee balm,12
beebread,13
beech,6
beechnut,8
beef,5
beef stew,2
beef up,12
beefeater,12
beefsteak,2
beefy,13
beehive,7
beekeeper,2
beeline,10
been,4
beer,4
beery,12
beeswax,2
beet,2
beetle,7
beetling,12
beeves,13
beezer,14
befall,12
befell,12
befit,10
befitting,12
befog,12
before,5.5
beforehand,4
befoul,14
befriend,6
befuddle,8
beg,4
began,2
beget,13.75
beggar,4
beggar's lice,12
beggarly,10
beggary,10
begging,4
begin,2
beginner,4
beginning,3
begone,6
begonia,10
begot,14
begotten,12
begrime,12
begrimed,12
begrudge,12
beguile,12
beguine,12
begum,13
begun,2
behave,4
behavior,4
behaviorism,13
behead,8
beheld,12
behemoth,14
behest,14
behind,3
behind the eight-ball,8
behind the times,4
behindhand,12
behold,8
beholden,10
beholder,10
behoof,13
behooves,14
beige,10
being,5.333333333333333
bejewel,10
belabor,13.333333333333334
belated,8
belay,12
belch,7.333333333333333
beldame,13
beleaguer,14
belfry,10
belie,11
belief,2
believable,4
believe,2
believe in,4
believer,4
belittle,12
bell,2
bell -time,8
belladonna,10
bellbird,14
bellboy,4
belles-lettres,14
bellhop,4
bellicose,13
belligerent,10
belljar,12
bellman,12
bellow,6
bellows,11.5
bells,12
bellwether,14
belly,2
belly button,2
belly landing,12
belly-button,4
bellyache,6
bellyful,4
bellywhopper,10
belong,3
belongings,2
beloved,4
below,7
belt,6.4
belting,12
bemoan,10
bemuse,13
bench,4
bench mark,12
bencher,12.5
bend,6.8
bender,12
bends,12
bene,12
beneath,6
benedicite,13
benedict,13
benediction,8
benedictory,12
benefaction,12
benefactor,10
benefactress,12
benefice,14
beneficence,13
beneficent,12
beneficial,10
beneficiary,8
benefit,6.666666666666667
benevolence,12
benevolent,12
benighted,14
benign,12.5
benignant,13
benignity,12
benison,12
bent,7.333333333333333
benumb,8
benzedrine,12
benzene,12
benzene ring,12
benzine,12
benzoate,13
benzoin,12
benzol,13
bequeath,12
bequest,12
berate,12
berceuse,12
bereave,13
bereavement,14
bereft,14
beret,10
berg,9
bergamot,12
beriberi,12
berm,10
bermuda grass,12
berry,2
berserk,10
berth,9
beryllium,14
beseech,13
beseem,12
beset,13
besetting,13
beshrew,12
beside,2
besides,4
besiege,10
besmear,10
besmirch,14
besom,12
besotted,14
besought,14
bespangle,12
bespatter,12
bespeak,14
bespoke,12
bespread,8
best,6
best man,4
best seller,7
best wishes,4
bestead,12
bestial,14
bestiality,13
bestir,10
bestow,12
bestraddle,12
bestrew,10
bestride,10
bestrode,12
bet,3
beta,10
beta ray,12
betake,12
bete noire,13
betel,13
betelgeuse,12
bethink,12
betide,13
betimes,12
betoken,12.5
betook,12
betray,6
betrayal,6
betrayer,8
betroth,12
betrothal,12
betrothed,12
better,5.6
better half,14
betterment,4
bettor,10
between,2
betwixt,14
bevel,12
beverage,4
bevy,14
bewail,10
beware,6
bewilder,8
bewitch,9.5
bey,13
beyond,3
bezique,14
bianco,14
biangular,10
biannual,8
bias,12
biased,12
biaxia,12
bib,2
bib and tucker,8
bibber,14
bibelot,12
bible,2
biblical,6
bibliography,10
bibliophile,12
bibulous,14
bicameral,13
bicarbonate of soda,12
bice,12
bicentennial,12
biceps,10
bichloride,12
bicker,8
bicolo,10
biconcave,12
biconvex,12
bicuspid,12
bicycle,2
bid,10.333333333333334
biddable,10
bidden,6
bidder,6
bidding,8
biddy,11.333333333333334
bide,12
bidet,14
biding one's time,10
bien-aime,12
biennial,14
bier,14
bierstube,14
biff,12
bifocal,6
biform,10
bifurcate,14
big,2
big game,6
big shot,6
bigamy,8
bigger,2
biggish,6
bighearted,6
bighorn,10
bight,12
bigness,2
bigot,13
bigoted,10
bigotry,14
bigwig,12
bijou,13
bike,2
bikini,4
bilabial,14
bilateral,12
bilberry,12
bile,11
bilge,13.5
bilharzia,14
biliary,14
bilinear,10
bilingual,10
bilious,13
bilk,14
bill,6
bill of exchange,12
bill of fare,12
bill of lading,10
bill of rights,7
bill of sale,8
billboard,6
billet,12.5
billet-doux,14
billfold,2
billhead,13
billhook,12
billiards,8
billingsgate,13
billion,7.5
billionaire,6
billow,8
billows,12
billowy,14
billposter,10
billy,10
billy goat,2
bilobate,12
bimanual,12
bimensal,12
bimetallic,10
bimetallism,12
bimodal,14
bimonthly,8
bimotor,12
bin,4
binary,12
binary star,12
binaural,12
bind,8.857142857142858
binde,6
binder,6
bindery,12
binding,6
binge,12
bingle,14
bingo,4
binnacle,13
binocular,4
binoculars,4
binomial,12
biochemistry,10
biocide,13.5
biodegradable,13
biogenesis,12
biographee,10
biographer,4
biographic,6
biographical,4
biography,6
biological,8
biological science,6
biologist,6
biology,8
biolysis,12
biomass,14
biometrics,12
biometry,12
bionics,14
bionomics,12
biopsy,12
biosphere,12
biota,14
biotics,13
bipartisan,11.5
bipartite,12
biped,14
biplane,8
bipod,12
bipolar,12
biquadrate,12
biracia,10
birch,8
birchen,10
bird,7.333333333333333
bird dog,7
bird of passage,12
bird of peace,10
bird of prey,10
bird watcher,4
bird's eye,12
bird's-eye view,10
birdbrain,2
birdcall,2
birdhouse,2
birdie,7
birdlime,13
birdman,12
birdseed,2
birdshot,8
bireme,12
biretta,12
birth,7
birth canal,8
birth control,8
birth rate,6
birthday,4
birthday suit,10
birthmark,2
birthplace,4
birthright,8
birthstone,6
bis,12
biscuit,4
bisect,10
bisexual,10
bishop,5
bishopric,13
bismuth,12
bison,10
bisque,13
bistro,13
bisulphide,10
bit,7
bitch,8.666666666666666
bite,6.666666666666667
biting,10
bitstock,12
bitt,12
bitte,12
bitten,4
bitter,6
bitterly,8
bittern,14
bitterness,5
bitterroot,10
bitters,12
bittersweet,8
bitty,12
bitumen,13
bituminous,12
bivalent,13
bivalve,14
bivouac,12
biweekly,7
biyearly,8
biz,8
bizarre,13
blab,10
blabbermouth,2
black,6
black art,12
black belt,8.666666666666666
black death,8
black gum,12
black light,12
black lung,10
black mark,10
black market,10
black sheep,12
black widow,2
black-and-blue,2
black-eyed peas,6
black-eyed susan,8
blackamoor,12
blackball,8
blackberry,2
blackbird,2
blackboard,2
blacken,2
blackface,12
blackguard,13
blackhead,6
blacking,12
blackjack,6
blackleg,13
blacklist,10
blackmail,5
blackmailer,6
blackness,2
blackout,11.4
blacksmith,2
blacksnake,2
blackstrap,12
blackthorn,12
blacktop,4
bladder,7
blade,7
blah,7
blahs,10
blamable,8
blame,4
blameless,6
blameworthy,8
blanch,13
blancmange,12
bland,13
blandish,12
blandishment,12
blandly,12
blank,5.2
blank check,10
blank out,4
blank verse,12
blanked,12
blanket,7
blankets,2
blankety-blank,10
blare,10
blarney,10
blase,12
blasé,8
blaspheme,10
blasphemy,10
blast,4.333333333333333
blast furnace,8
blast it!,8
blasted,12
blastema,12
blastoderm,14
blastodisc,12
blastoff,2
blastogenesis,12
blastula,14
blat,12
blatant,14
blather,10
blatherskite,12
blaze,9.333333333333334
blazer,10
blazon,13.666666666666666
blazonry,12
bleach,2
bleachers,4
bleak,13
blear,14
bleary,12
bleat,10
bled,2
bleed,7.6
bleeding heart,12
blemish,6
blench,12
blend,4.666666666666667
blender,4
bless,2
blessed,2
blessedness,4
blessing,2
blest,10
blew,2
blight,12
blimp,8
blind,7.75
blind alley,8
blind as a bat,2
blind date,8
blind spot,10
blinders,6
blindfold,2
blindly,10
blindman's buff,4
blindness,2
blinds,2
blink,2
blinker,2
blinkers,2
blintzes,12
blip,12
bliss,10
blissful,8
blister,4
blithe,14
blithering,12
blithesome,14
blitz,10.666666666666666
blitzkrieg,12
blizzard,4
bloat,8
bloated,12
bloater,12
blob,8
bloc,12
block,6.8
block a hat,8
block and tackle,10
block in,12
block off,6
block out,6
blockade,6
blockage,6
blockbuster,12
blockhead,10
blockhouse,10
bloke,13
blond,2
blonde,2
blood,8
blood bank,6
blood cell,8
blood count,12
blood feud,12
blood pressure,4
blood relation,8
blood type,6
blood vessel,4
blood-curdling,6
blooded,12
bloodhound,2
bloodless,12
bloodmobile,10
bloodroot,12
bloodshed,8
bloodshot,6
bloodstained,2
bloodstone,12
bloodstream,2
bloodsucker,9.5
bloodthirsty,8
bloody,12
bloody mary,10
bloom,7.333333333333333
bloomer,14
bloomers,4
bloop,13
blooper,11
blossom,5
blossoms,2
blot,7
blotch,6
blotter,9
blotto,12
blouse,7
blow,6.769230769230769
blow one's stock,2
blow up,7.333333333333333
blow-by,12
blow-up,10
blower,4
blowfly,12
blowgun,4
blowhard,10
blowhole,13
blown,7
blowout,7
blowpipe,12
blowtorch,9
blowzy,14
blt,10
blub,13
blubber,6.666666666666667
blubberhead,6
blucher,13
bludgeon,13
blue,6.333333333333333
blue baby,12
blue cross,6
blue gum,12
blue laws,12
blue moon,12
blue ribbon,2
blue-blooded,12
blue-collar job,10
blue-pencil,12
bluebell,6
blueberry,4
bluebird,2
bluebonnet,12
bluebook,14
bluebottle,12.5
bluecoat,12
bluefish,6
bluegrass,6
bluejacket,13
bluejay,4
bluejeans,4
bluenose,12
blueprint,6
blues,6
bluestocking,13.5
bluff,8.666666666666666
bluing,8
bluish,6
blunder,6
blunderbuss,12
blunt,7
blur,7
blurt,8
blush,4
bluster,10
blustery,12
boa,12
boa constrictor,10
boar,6
board,5.6
boarder,8
boarding house,6
boardwalk,10
boast,6
boastful,6
boat,7
boathouse,6
boating,4
boatman,2
boatswain,12
bob,9.333333333333334
bobbed,2
bobbin,8
bobble,12
bobby,10
bobby pin,4
bobby socks,6
bobby sox,6
bobby-soxer,10
bobcat,2
bobolink,6
bobsled,4
bobsleigh,4
bobtail,2
bobwhite,2
boche,14
bock,12
bodacious,13
bode,14
bodice,12
bodiless,6
bodily,7
bodkin,14
body,6.285714285714286
body surf,12
bodyguard,2
boeuf,12
boff,13.5
bog,10
bog down,6
bogey,13
bogged,8
boggle,12.5
boggy,12
bogie,12
bogus,13
bohemian,12
boil,8.5
boiler,4
boisterous,8
bola,12
bold,8
bold-faced,12
boldface,6
boldly,6
boldness,4
bole,14
bolero,12
boll weevil,6
bolo,12
bolo tie,12
bologna,8
boloney,4
bolshevik,10
bolshevism,10
bolster,13
bolt,8.25
bolts,2
bomb,2
bombard,6
bombardier,8
bombardment,6
bombast,14
bombazine,13.5
bomber,4
bombproof,4
bombshell,11
bombsight,6
bon,12
bon ami,12
"bon gre, mal gre",14
bon mot,14
bon vivant,12
bon voyage,6
bona fide,12
bonanza,11.5
bonbon,8
bond,10
bondage,8
bonded,12
bonding,12
bondman,13
bonds,13
bondsman,10
bone,8
bone up,10
bone-tired,6
bonehead,10
boner,8
bonfire,4
bong,2
bongo,6
bonheur,12
bonier,8
bonito,14
bonjour,6
bonkers,14
bonnet,7
bonny,14
bonsai,12
bonsoir,8
bonus,6
bony,6
boo,2
boob,12
booboo,6
booby,13.5
booby prize,12
booby trap,8
boodle,12
boogaloo,8
boogie-woogie,8
book,9.333333333333334
book ends,6
bookcase,2
bookie,8
bookish,8
bookkeeper,6
bookkeeping,6
booklet,4
bookmaker,12
bookmark,2
bookrack,4
bookseller,4
bookshelf,2
bookshop,4
bookstand,10
bookstore,2
bookworm,4
boom,10.142857142857142
boomerang,5
boon,14
boondockers,12
boondocks,11
boondoggle,14
boor,14
boorish,12
boost,6
booster,7.333333333333333
boot,9.857142857142858
boot camp,6
bootblack,8
bootee,2
booth,6
bootjack,14
bootlegger,8
bootless,14
bootlick,13
boots,2
booty,12
booze,6
bop,7
borated,14
borax,2
borborygmus,14
border,6
borderland,12
borderline,4
bore,8
bore ill will,10
boreal,12
boredom,6
borer,14
boric,12
born,5
borne,10
boron,13
borough,12.5
borrow,4
borrower,4
borsch,12
borscht,12
boscage,14
bosh,8
bosky,14
bosom,8.666666666666666
boss,8
bossa nova,6
bossier,4
bossiest,2
bossy,5
bosun,13
botanical,10
botanist,8
botany,8
botch,12
botfly,13
both,2
both at once,2
bother,6
botheration,12
bothersome,6
bottle,2
bottle cap,2
bottleneck,13
bottom,2
bottom land,10
bottom line,14
bottomless,5
bottomry,13
bottoms up!,8
botulism,12
boudoir,12
bouffant,12
bougainvillea,14
bough,10
bought,2
bouillabaisse,13
bouillon,12
boulanger,14
boulder,2
boulevard,6
boulevardier,12
bounce,7
bouncer,12
bouncing,13
bound,9.285714285714286
bound for,8
boundary,6
bounded,14
bounden,12
bounder,14
boundless,8
bounteous,8
bountiful,12
bounty,13
bouquet,9
bourbon,9
bourdon,14
bourgeois,12.666666666666666
bourgeoisie,13
bourn,14
bourse,13
bout,8
boutique,8
boutonniere,12
bovine,13
bow,5.545454545454546
bow-wow,2
bowdlerized,14
bowed,12.5
bowed out,13
bowels,7.333333333333333
bower,12.666666666666666
bowerbird,14
bowie knife,6
bowknot,9
bowl,4.5
bowlegged,2
bowler,12
bowline,10
bowling,4
bowling green,10
bowls,12
bowman,10
bowsprit,12
bowstring,10
box,8.625
box office,4
boxcar,2
boxer,2
boxing,2
boxwood,14
boy,3
boy scouts,2
boycott,10
boyhood,4
boyish,4
boysenberry,12
bra,4
brace,7.25
brace and bit,10
bracelet,2
bracelets,4
bracer,12
bracero,12
braces,12
brachial,12
bracing,6
bracken,12
bracket,8
brackish,13
bract,13
brad,14
brae,14
brag,2
braggadocio,12
braggart,10
bragger,6
brahma,12
brahmin,12
braid,6.666666666666667
braille,6
brain,5
brain storm,4
brain trust,12
brainchild,12
brainless,2
brainwash,8
brainy,6
braise,12
braising,14
brake,9.5
brakeman,6
bramble,8
bran,6
branch,5
brand,6.2
brand-new,2
branding iron,4
brandish,13
brandy,4
brant,13
brash,13
brass,8
brass tacks,12
brasserie,13
brassie,14
brassiere,8
brassy,10
brat,6
bratwurst,13
braunschweiger,6
bravado,14
brave,4.4
bravery,2
bravo,8
bravura,14
brawl,6
brawn,12
brawny,8
bray,8
brazen,12
brazier,13.5
brazing,12
breach,12
bread,5
breadfruit,12
breadstuff,12
breadth,12
breadwinner,10
break,7.846153846153846
break down,6
break even,6
break in,7.333333333333333
break out,4
break up,4
break-up,12
breakable,4
breakage,8
breakdown,6
breakers,8
breakfast,2
breakneck,13
breakthrough,8
breakwater,12
bream,13
breast,2
breast stroke,6
breastbone,2
breastpin,10
breastplate,12
breastwork,14
breath,2
breathe,2
breather,10
breathless,2
breathtaking,4
bred,6
breech,14
breechcloth,12
breechclout,12
breeches,6
breeches buoy,12
breed,8
breeder,6
breeding,8
breeze,8.5
breezeway,8
breezy,7
bremsstrahlung,14
brethren,10
brethren and sistern,6
breve,13
brevet,14
breviary,14
brevier,14
brevity,12
brew,9
brewer,6
brewery,6
briar,10.666666666666666
briarhopper,12
bribe,6
bribery,8
bric-a-brac,10
brick,8
brickbat,12
bricklayer,4
bricktop,13
brickwork,8
brickyard,2
bridal,6
bride,2
bridegroom,4
bridesmaid,6
bridge,6.428571428571429
bridgehead,12
bridgework,12
bridle,10.333333333333334
bridle path,6
brief,7.666666666666667
briefcase,4
briefly,4
briefs,10
brier,10.5
